h5xdl.com	1	3600	2	3600	2	360	1	1.76623665011	9.0	0.0	2.19722457734	0.0	0.0	1.0	0.111111111111	0.222222222222	0.0	0.0	1	3.0	0.0	
h6.cn	1	3600	2	600	2	73	1	13.933360044	5.0	0.0	1.60943791243	0.0	0.0	1.0	0.2	0.4	0.0	0.0	1	1.0	0.0	
h7g.com	1	600	2	600	2	120	1	14.1963811806	7.0	0.0	1.94591014906	0.0	0.0	1.0	0.142857142857	0.285714285714	0.0	0.0	1	2.0	0.0	
h801.com	1	3600	2	3600	2	360	1	8.20186198456	8.0	0.0	2.07944154168	0.0	0.0	3.0	0.375	0.25	0.0	0.0	3	2.0	0.0	
h802.com	1	3600	2	3600	2	359	1	8.20186202365	8.0	0.0	2.07944154168	0.0	0.0	3.0	0.375	0.25	0.0	0.0	3	2.0	0.0	
ha-compresor.com	1	1800	2	1800	2	81236	2	0.423786403012	16.0	0.0	2.3066687254	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
ha-logistics.com	1	3600	1	3600	0	0	0	2.81830788519	16.0	0.0	2.42601513196	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
haagendess.com	1	3600	3	3600	3	3600	1	12.2511909231	14.0	0.0	2.34199425223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
haanchina.com	1	3600	3	3600	3	2829	2	9.52242524453	13.0	0.0	1.99150936136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
haasgroupintl.com	1	3600	2	3600	2	3600	2	8.37448406689	17.0	0.0	2.67011988981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	
haberexen.com	1	3600	2	3600	2	3600	1	9.85120713527	13.0	0.0	2.31142344469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
habib2.com	1	3600	2	3600	2	3600	1	7.27038727852	10.0	0.0	2.16395565688	0.0	0.0	1.0	0.1	0.2	0.0	0.0	1	5.0	1.0	
habifmimarlik.com	1	3600	2	3600	2	3600	1	11.7498401687	17.0	0.0	2.36392110328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	
habitaem.com	1	60	2	86400	2	180	1	11.0073753913	12.0	0.0	2.2538575896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hablconsultancy.com	1	300	2	300	2	236	1	0.807381256502	19.0	0.0	2.47912243651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	
hablr.com	4	300	4	300	4	35	2	0.958066420577	9.0	0.0	2.19722457734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	
hacc.com	1	3600	2	3600	2	900	1	19.5443787902	8.0	0.0	1.66746193343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	
hacder.cn	1	3600	2	3600	2	309	1	10.3580780686	9.0	0.0	2.04319187055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	
hacgs.com	1	600	2	3600	2	303	1	1.14712058561	9.0	0.0	2.04319187055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	
hachettephotos.com	1	600	2	3600	2	60	4	7.37726319007	18.0	0.0	2.18703290677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	
hack-net.com	1	300	2	300	2	232	1	2.11151680647	12.0	0.0	2.36938211969	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	
hackcl.com	1	3600	2	3600	2	318	2	7.55809394665	10.0	0.0	1.97300140639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
hacker-nin.com	1	3600	2	3600	2	3600	1	12.727957987	14.0	0.0	2.44101527803	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
hackerindustries.com	1	7200	3	7200	3	7200	1	19.2019373248	20.0	0.0	2.64915868327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	
hackest.cn	1	600	2	3600	2	600	1	10.3663257722	10.0	0.0	2.16395565688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
hackns.com	1	14400	2	86400	2	14400	1	4.52797867279	10.0	0.0	2.16395565688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
hackpascal.net	1	3600	2	3600	2	502	2	4.63482807344	14.0	0.0	2.30461938482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
hacktabs.com	1	14400	2	86400	2	43200	1	6.55812121286	12.0	0.0	2.2538575896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hacongz.com.cn	1	3600	2	3600	2	390	1	15.3690834192	14.0	0.0	2.10657733323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	
haddongivenskime.com	1	14400	2	86400	2	14400	1	0.615667861792	20.0	0.0	2.57984396522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	
hadiaimpex.com	1	14400	2	86400	2	14400	1	8.29786043823	14.0	0.0	2.34199425223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
hadib.com	1	600	2	3600	2	443	1	4.63210915642	9.0	0.0	2.19722457734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	
hadimhd.com	1	14400	2	86400	2	14400	1	9.82389033037	11.0	0.0	2.01981499249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	
hadishesabz.com	1	14400	2	14400	2	3600	1	8.78279483439	15.0	0.0	2.43079132888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	
hadithuna.com	1	14400	2	86400	2	14400	1	0.717041497325	13.0	0.0	2.3516733019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
hadon.com.cn	1	600	2	86400	2	1412	1	1.94992389007	12.0	0.0	2.02280852941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	
hadoopinrealworld.com	1	14400	2	86400	2	43200	1	3.5389675442	21.0	0.0	2.51641030015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	
hadsongkwae.com	1	14400	2	14400	1	14400	1	13.5608859982	15.0	0.0	2.52321095295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	
haeahn.com	1	3600	3	3600	3	3600	2	13.155409407	10.0	0.0	2.02532622077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	
haecanada.com	1	14400	3	86400	3	14400	1	15.9965057264	13.0	0.0	2.03175921857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
haecksen.net	1	3600	3	3600	3	300	2	6.99924555099	12.0	0.0	2.09472904753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
haedhal.com	1	60	2	60	2	60	1	16.5252751584	11.0	0.0	2.14584175259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
haeh.com	1	3600	2	3600	2	409	1	10.8321248376	8.0	0.0	1.90615474654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	
haenchen-hydraulic.com	1	14400	2	86400	2	14400	1	9.01568818547	22.0	0.0	2.60238077993	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
haertigspainting.com	1	14400	2	86400	2	43200	1	6.32253865565	20.0	0.0	2.55368155803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	
haeuri.com	1	86400	1	86400	0	0	1	8.38281541078	10.0	0.0	2.30258509299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
haeyeunpiano.com	1	14400	2	86400	2	86400	1	1.16911728865	16.0	0.0	2.42601513196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	
haezone.com	1	3600	1	3600	0	0	1	10.5554206074	11.0	0.0	2.14584175259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
hafeezenterprises.com	1	86400	2	86400	2	86400	1	13.0787110586	21.0	0.0	2.52929490037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	
hafeezknitwear.com	1	14400	2	86400	2	86400	1	15.3828208526	18.0	0.0	2.63025335639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	
hafezgroup.net	1	3600	2	3600	2	3600	1	12.1800819919	14.0	0.0	2.54003630382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
haffnerpress.com	1	3600	4	3600	4	3600	2	15.6978904145	16.0	0.0	2.42601513196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	
haflixcorp.com	1	300	2	300	2	209	1	0.574603268326	14.0	0.0	2.44101527803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
haftvadi.com	1	14400	2	86400	2	14400	1	15.2047432051	12.0	0.0	2.36938211969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
haga-f.net	1	3600	2	3600	2	363	1	12.8787165952	10.0	0.0	2.16395565688	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	
hagadolgroup.com	1	14400	2	86400	2	43200	1	0.174607234578	16.0	0.0	2.39331212297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	
hagadooproductions.com	1	14400	2	86400	2	14400	1	7.25405937056	22.0	0.0	2.53622096947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	1.0	
haganmortgage.com	1	3600	3	3600	3	3600	1	18.5061168222	17.0	0.0	2.28237437616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	
hagioteam.com	1	14400	2	86400	2	3600	1	11.8211942931	13.0	0.0	2.24503527413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
hagood.net	1	600	2	3600	2	492	1	18.9773601392	10.0	0.0	2.16395565688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
hagoodappellate.com	1	14400	2	86400	2	43200	1	7.07599037074	19.0	0.0	2.37862019941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	
hagsy.com	1	300	2	300	2	300	1	1.07873145917	9.0	0.0	2.19722457734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	
hahaasia.com	1	14400	2	86400	2	14400	1	7.72256870306	12.0	0.0	1.90728399932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hahack.com	2	600	2	86400	2	169876	3	4.10887231101	10.0	0.0	1.88669678466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
hahacorp.com	1	3600	2	3600	2	300	1	7.74174916181	12.0	0.0	2.02280852941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hahahadesigns.com	1	300	2	300	2	252	1	0.752710828359	17.0	0.0	2.36392110328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	
hahav.com	1	3600	1	3600	0	0	1	9.13079447297	9.0	0.0	1.88915916375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	
hai517.com	1	14400	2	86400	2	14400	1	1.36641410313	10.0	0.0	2.30258509299	0.0	0.0	3.0	0.3	0.2	0.0	0.0	3	3.0	1.0	
haicheng.com.cn	1	3600	2	3600	2	3600	1	12.9362795841	15.0	0.0	2.21106887114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
haiip.net	1	3600	2	3600	2	3600	1	4.81025928187	9.0	0.0	2.04319187055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	
haikele.com	1	3600	2	86400	2	2659	1	9.06231570601	11.0	0.0	2.2718685127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
haikouhotel.com	1	300	2	300	2	133	1	1.03217898762	15.0	0.0	2.39590811929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	
haikoumh.com.cn	1	14400	2	14400	2	14400	1	16.9143708287	15.0	0.0	2.24595208073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	
hailanghua.com.cn	1	300	2	300	2	300	2	0.708892191444	17.0	0.0	2.31315367873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
hailchen.com	1	600	2	3600	2	379	2	4.13902927972	12.0	0.0	2.2538575896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hailide.cn	1	43200	1	43200	0	0	1	14.3472489714	10.0	0.0	2.16395565688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
hailo.net	1	600	2	86400	2	397	1	7.43218095736	9.0	0.0	2.19722457734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	
haima.com.cn	1	3600	2	3600	2	397	1	14.0376610486	12.0	0.0	2.02280852941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	
haimaku.com	1	60	2	3600	2	1424	2	1.78012884985	11.0	0.0	2.14584175259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
hainanbank.com.cn	3	3600	3	3600	3	3600	1	9.07054108792	17.0	0.0	2.15006022448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
haineieftine.net	1	3600	2	3600	2	86400	1	3.19931155885	16.0	0.0	1.92739212614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	
hainescreative.com	1	14400	2	86400	2	14400	1	6.51164059542	18.0	0.0	2.4762206496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	
hainz-systems.com	1	86400	2	86400	2	86400	1	15.5061638862	17.0	0.0	2.55779386011	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
haiqisoft.com	1	3600	2	3600	2	304	1	3.42671280492	13.0	0.0	2.3516733019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
hair119.com	1	3600	1	3600	0	0	1	17.4924684471	11.0	0.0	2.2718685127	0.0	0.0	3.0	0.272727272727	0.181818181818	0.0	0.0	3	4.0	1.0	
hairagainreview.com	1	300	2	300	2	300	1	0.434934567125	19.0	0.0	2.45158306052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	
hairer.com	1	3600	1	3600	0	0	1	11.4157599898	10.0	0.0	2.16395565688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
hairlossdaily.com	1	14400	2	86400	2	43200	1	0.796583286432	17.0	0.0	2.42547970843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	
hairplantsindia.com	1	14400	2	86400	2	14400	1	5.45411900074	19.0	0.0	2.52454592163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	
hairplusbase.com	1	600	2	3600	2	459	1	3.93357110487	16.0	0.0	2.5993019271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	
hairproductspro.com	1	14400	2	86400	2	43200	1	9.14453014794	19.0	0.0	2.45158306052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	
hairregrowthcenters.com	1	14400	3	86400	3	14400	1	3.82124271991	23.0	0.0	2.51000761789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	1.0	
hairstylechannel.com	1	14400	2	86400	2	43200	1	6.43768392281	20.0	0.0	2.57984396522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1.0	
hairstyles-magazine.com	1	300	2	300	2	128	1	0.00754920248525	23.0	0.0	2.75110228939	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
hairunde.cn	1	1800	1	1800	0	0	1	11.6486458124	11.0	0.0	2.2718685127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hairyav.com	1	60	2	60	2	60	2	4.47056419375	11.0	0.0	2.2718685127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
hairyglove.com	1	14400	2	86400	2	14400	1	14.5116609139	14.0	0.0	2.54003630382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
hairyjazmin.com	1	14400	2	86400	2	43200	1	7.32536173019	15.0	0.0	2.43079132888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	
hairysun.com	1	3600	4	3600	4	1065	2	5.78289839644	12.0	0.0	2.48490664979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
haishaou.com	1	3600	2	3600	2	3600	1	3.87331002528	12.0	0.0	2.13833305951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
haitepv.com	1	3600	2	3600	2	357	1	8.8185255669	11.0	0.0	2.3978952728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	
haitiaction.net	1	14400	2	86400	2	43200	1	14.593868333	15.0	0.0	2.08376603749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	
haiwon.com	1	600	2	3600	2	297	1	8.37195477136	10.0	0.0	2.16395565688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
haiyuehuang.com	1	3600	2	86400	2	600	1	0.793883253294	15.0	0.0	2.43079132888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	
haiziwang.com	1	600	2	86400	2	2302	1	10.9253933945	13.0	0.0	2.3516733019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
hajimete-drone.net	1	3600	2	3600	2	600	1	0.933613785298	18.0	0.0	2.42827363752	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hajiumroh.com	1	14400	2	86400	2	14400	1	11.1171755383	13.0	0.0	2.24503527413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	
hajz.com	1	600	2	3600	2	299	1	15.6788224825	8.0	0.0	2.07944154168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	
hakabase.com	1	14400	2	86400	2	14400	1	4.93635895786	12.0	0.0	2.21025357762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hakecun.com	1	900	6	3600	6	316	1	6.67334956087	11.0	0.0	2.2718685127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
hakhamaneshit.net	1	14400	2	86400	2	14400	1	3.7747196459	17.0	0.0	2.20082764903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	
hakimanteb.com	1	14400	2	86400	2	14400	1	10.1884190269	14.0	0.0	2.44101527803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
hakimimanesh.com	1	14400	2	14400	2	14400	1	12.5007480433	16.0	0.0	2.3066687254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	
hakindah.com	1	14400	2	86400	2	14400	1	15.333625076	12.0	0.0	2.2538575896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
hakjak.com	4	600	2	3600	2	42	1	2.15554297758	10.0	0.0	2.02532622077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	
hakkindaoku.com	1	14400	2	86400	2	14400	1	3.15828309416	15.0	0.0	2.30348849522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	
hakodate-uminokaze.com	1	14400	2	86400	2	14400	1	1.51445005925	22.0	0.0	2.60238077993	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	
hakuaiueno.com	1	3600	2	3600	2	526	1	11.3665057089	14.0	0.0	2.34199425223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
hakyo.com.cn	1	600	2	600	2	120	1	6.77746595034	12.0	0.0	2.13833305951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	
hal-deb.net	1	14400	2	86400	2	14400	1	15.0158227352	11.0	0.0	2.2718685127	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	
haladomain.net	1	14400	2	86400	2	14400	2	12.525415319	14.0	0.0	2.30461938482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
halapakistan.com	1	14400	2	86400	2	43200	1	6.06788160269	16.0	0.0	2.42601513196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	
halbeck.com	1	1800	3	1800	3	1800	1	14.8130873532	11.0	0.0	2.2718685127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	
halcom.cn	1	600	2	86400	2	1572	1	0.832265837641	9.0	0.0	2.04319187055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	
halcyonpix.com	1	14400	2	86400	2	43200	1	11.311718733	14.0	0.0	2.44101527803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
halcyonsolution.com	1	14400	2	86400	2	86400	1	6.51171882405	19.0	0.0	2.43369895139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	
halemultimedia.com	1	14400	2	14400	2	14400	1	13.4267904432	18.0	0.0	2.3992042962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	
halesbarmarina.com	1	900	2	900	2	900	1	12.5747359793	18.0	0.0	2.42827363752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	
haleyxxx.com	1	3600	1	3600	0	0	1	11.5966543702	12.0	0.0	2.21025357762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	
halfoffdepot.com	1	3600	2	3600	2	302	1	9.43501418341	16.0	0.0	2.36060911399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	
halftheskydesigns.com	1	3600	4	3600	4	600	1	10.0843298282	21.0	0.0	2.75554979066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	1.0	
halftimeng.com	1	14400	2	86400	2	300	1	4.01035732334	14.0	0.0	2.54003630382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	
